CDS Code,[Lookup] District Master,County,District Name,District Type,Grade Levels,Student Enrollment (2024-25),Number of Schools (2024-25),County Superintendent (CCESSA) Region,Locale Classifications,Percent of Republican Votes (2020),Percent of Democratic Votes (2020),Overall Political Leaning (2020),Percent of Republican Votes (2024),Percent of Democratic Votes (2024),Overall Political Leaning (2024),Mean Income of Population in District Area,Median Income of Population in District Area,Student to Teacher Ratio,Average Chronic Absenteeism Rate,Expense per ADA (2022-23),Number of Title I Schools (2023-24),Average Pollution Burden Percentile,Percent English Learners (2024-25),Percent Unduplicated Students (2024-25),Percent of Students Receiving FRM (2024-25),Funding sources for sustainability efforts identified in LCAP,LCAP Funding Status,LCAP Direct Funding Total,LCAP Lumped Funding Total,Description of Funding,Environmental Vision or Goals Identified in LCAP,Description of vision or goals in LCAP (from [Lookup] District Master),Key Terms Identified in LCAP,Total GO Bonds and Parcel Taxes Attempted (2010 - 2029),Total GO Bonds and Parcel Taxes Passed (2010 - 2029),Most Recent Passed GO Bond Measure Year (2010-2029),Total Amount of GO Bond Measure Funding ($) (2010-2029),2024_election_bond_language,2023_election_bond_language,2022_election_bond_language,2021_election_bond_language,2020_election_bond_language,2019_election_bond_language,2018_election_bond_language,2017_election_bond_language,2016_election_bond_language,2015_election_bond_language,2014_election_bond_language,2013_election_bond_language,2012_election_bond_language,2011_election_bond_language,2010_election_bond_language,Environmental and Climate Literacy and Action Overall Indicator Status (20 points)
49709120000000,49709120000000,Sonoma,Santa Rosa Elementary,Elementary School District,K-8,4943,14,1,Urban,20.5,76.9,Mildly Democratic,23.7,72.8,Mildly Democratic,$117479.33,$93519.07,24,38.59,$19707.42,8,29.56%,33.08,73.11,68.82,0,No Funding,,,N/A,0,N/A,N/A,2,2,2020,$16400000.00,,,"November 8, 2022: To upgrade Santa Rosa elementary school classrooms, science labs, learning technology and art and music classrooms; repair/ replace deteriorating portables, leaky roofs inefficient heating/ cooling/ electrical/ plumbing systems; and improve campus security, fire and earthquake safety; shall City of Santa Rosa Elementary School District�s measure authorizing $125,000,000 in bonds at legal rates be adopted, levying 3�/ $100 of assessed value ($6,300,000 annually) while bonds are outstanding, requiring independent oversight, annual audits, and all funds controlled locally?",,,,,,,,"November 4, 2014: To improve the quality of elementary education and student safety by repairing/ replacing leaky roofs, repairing deteriorating plumbing/ sewer/ electrical systems, providing updated 21st century classroom technology, upgrading security/ fire alarms, making health, safety and handicapped accessibility improvements, and acquiring, renovating or constructing classrooms, equipment, sites and facilities, shall Santa Rosa Elementary School District issue $54 million in bonds at legal rates, including independent citizens' oversight, annual audits, no funds used for administrators' salaries or taken by the state?",,,,,4.00
49709200000000,49709200000000,Sonoma,Santa Rosa High,High School District,7-12,9546,13,1,Urban,22.8,74.7,Mildly Democratic,25.4,71.2,Mildly Democratic,$135336.86,$103417.92,19,39.03,$19707.42,8,27.36%,14.96,61.45,58.49,0,No Funding,,,N/A,0,N/A,N/A,2,2,2022,$179000000.00,,,"November 8, 2022: To upgrade Santa Rosa middle and high school classrooms, science labs, learning technology, and job training facilities; repair/ replace deteriorating portables, leaky roofs inefficient heating/ cooling/ electrical/ plumbing systems; and improve campus security, fire/ earthquake safety; shall City of Santa Rosa High School District�s measure authorizing $398,000,000 in bonds at legal rates be adopted, levying 3�/ $100 of assessed value ($20,000,000 annually) while bonds are outstanding, requiring independent oversight, annual audits, and all funds controlled locally?",,,,,,,,"November 4, 2014: To improve high school educational quality and student safety by upgrading classrooms and science labs, replacing deteriorating and outdated plumbing, heating, ventilation and air-conditioning systems, providing updated 21st century classroom technology, and acquiring, renovating or constructing classrooms, equipment, sites and facilities, shall Santa Rosa High School District issue $175 million in bonds at legal rates, including independent citizens' oversight, annual audits, no money for administrators' salaries and all funds benefitting local schools (State cannot take the funds)?",,,,,4.50
49709380000000,49709380000000,Sonoma,Sebastopol Union Elementary,Elementary School District,K-8,757,4,1,Suburban,17.4,80.2,Strongly Democratic,18.6,77.2,Mildly Democratic,$139764.50,$112713.38,18,27.40,$22290.14,2,28.32%,8.45,45.57,32.23,1,Lumped Funding,,$332649,"Garden program as part of student engagement (included in $332,649): ""Garden and Library: Support the Garden and Library programs."" - pg 37",1,"""Student Engagement: Ongoing Implementation. Provided and maintained enrollment in innovative programs through music, enrichment, garden and library."" - pg 32",Garden,3,3,2024,$597000000.00,"November 5, 2024: To improve local Sebastopol TK-8 schools; modernize and renovate classrooms, restrooms and other school facilities; make health, safety and security improvements; and replace aging portables with permanent classrooms; shall the Sebastopol Union School District measure authorizing $24,000,000 of bonds at legal rates be adopted, generating approximately $1,400,000 annually, while bonds are outstanding, at average rates of approximately $28 per $100,000 assessed value, with independent citizens’ oversight, annual audits, No money for salaries and all money locally controlled?",,,,"March 3, 2020: To improve the quality of local schools; increase energy-efficiency by installing solar panels; make health and safety improvements; and modernize outdated classrooms, restrooms and school facilities; shall Sebastopol Union School District�s measure be adopted authorizing $17,500,000 in bonds at legal interest rates, generating approximately $1.0 million annually while bonds are outstanding with levies of approximately 2.5 cents per $100 assessed value, with annual audits, citizens� oversight, no money for salaries and all money for local projects?",,,,,,,,"June 5, 2012: To improve the quality of education; repair leaky roofs; improve energy efficiency by installing solar panels; repair deteriorating plumbing systems; improve student access to computers and modern technology; replace outdated HVAC systems; and renovate,repair,construct and/or upgrade classrooms,restrooms and school facilities; shall the Sebastopol Union School District issue $9,000,000 of bonds at legal interest rates, have an independent citizens' oversight committee and have no money used for administrative salaries or be taken by the State?",,,8.00
49709530000000,49709530000000,Sonoma,Sonoma Valley Unified,Unified School District,TK-12,3517,11,1,Town,21.8,76.3,Mildly Democratic,23.0,74.2,Mildly Democratic,$178139.59,$121345.82,16,32.40,$25343.21,5,23.09%,23.46,48.39,31.73,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,"November 8, 2016: To upgrade classrooms, science labs and school facilities to meet safety and academic standards; repair/replace leaky roofs, deteriorating plumbing and outdated/ inefficient heating and cooling systems; ensure schools are accessible for students with disabilities; and expand student access to computers and modern technology, shall Sonoma Valley Unified School District issue $120,000,000 of bonds, at legal rates, with annual audits, an independent citizens� oversight committee, no money for administrative salaries, and all funds locally-controlled to benefit local students?",,,,,,"November 2, 2010: To improve student achievement, college/job preparation and help prevent budget cuts by making neighborhood schools energy efficient with solar panels, energy efficient windows and water conservation improvements, allowing savings to improve classrooms; upgrading technology; and modernizing/equipping classrooms, career/technical education, libraries, and computer/science labs; shall Sonoma Valley Unified School District issue $40,000,000 in bonds, at legal rates, under a no-tax-rate-increase financing plan, with annual audits, citizens' oversight and no money for administrators' salaries?",6.00
49709610000000,49709610000000,Sonoma,Twin Hills Union Elementary,Elementary School District,K-8,994,5,1,Rural,17.2,80.5,Strongly Democratic,18.3,77.6,Mildly Democratic,$152388.33,$121699.33,15,26.50,$19440.27,1,20.21%,2.21,26.66,25.86,1,Lumped Funding,,$195885,"Gardening assistant (included in $195,885): ""Provide art, music and other enrichment classes. We are bringing back a garden assistant this year. PE is not included in item 1.1 as we use a firm for PE."" - pg 23",1,"""The rigorous and engaging academic program is enhanced by an abundance of enrichment programs including music, art, gardening, and a Maker Learning Center."" - pg 4                                                               ""Enrichment Programs: Fully Implemented. We offer art, music for 3-5, music for TK-2 and PE. We also offer garden for all with a garden teacher, but do not have an additional garden assistant. We work with the National Academy of Athletics for our PE program. Expenses for PE now included"" - pg 16",Garden,2,2,2016,$160000000.00,,,,,,,,,,,,,,,"November 2, 2010: To qualify for State matching grants; reduce annual school operating costs by installing solar energy improvements and elminating leases; replace portables and construct permanent libraries at Apple Blossom School and Twin Hills Middle School; and to construct a technology center and expand student access to computers and technology, shall the Twin Hills Union School District be authorized to issue up to $11,000,000 in bonds at legal interest rates, with citizens' oversight and independent annual performance and financial audits?",6.75
49709790000000,49709790000000,Sonoma,Two Rock Union,Elementary School District,K-6,135,1,1,Rural,34.1,63.8,Mildly Democratic,35.8,60.8,Mildly Democratic,$179090.75,$122417.50,17,21.90,$17153.34,0,24.58%,21.48,54.81,48.89,1,Lumped Funding,,$1722,"Garden (included in $1722): ""Maintain STEAM lab and purchase new technology such as a new computer and other technology to support the class. Maintain the garden with supplies for enrichment and support outdoor learning for all students. The STEAM program shall have a teacher(s) receive a stipend annually. This specifically targets low income and ELL students."" - pg 35",1,"""Two Rock Elementary School offers a full
educational program to our students which includes physical education, music, art, library, and gardening."" - pg 4 ",Garden,0,0,,$0.00,,,,,,,,,,,,,,,,3.75
49709950000000,49709950000000,Sonoma,Waugh Elementary,Elementary School District,K-6,790,3,1,Urban,28.3,69.4,Mildly Democratic,27.9,68.9,Mildly Democratic,$150276.25,$128384.25,21,10.50,$14429.05,2,23.89%,4.56,15.82,12.91,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,"November 8, 2016: To repair or replace outdated plumbing and sewer systems; and modernize/renovate classrooms, restrooms and school facilities; shall the School Facilities Improvement District No. 1 of the Waugh School District issue $4,000,000 of bonds, at legal rates, with an independent citizens' oversight committee, no money used for administrators ' salaries and all funds controlled locally?",,,,,,,4.25
49710010000000,49710010000000,Sonoma,West Side Union Elementary,Elementary School District,K-6,130,1,1,Rural,21.4,76.1,Mildly Democratic,26.0,70.7,Mildly Democratic,$137377.80,$109836.20,15,20.30,$16033.57,0,31.33%,4.62,36.92,36.15,0,No Funding,,,N/A,1,"""the District increased the ELOP funded offerings to the qualified students during non-instructional days, which included winter, spring, and summer camps through the local Boys & Girls Club, as well as after school enrichment Art, Garden, and Music classes."" - pg 17",Garden,0,0,,$0.00,,,,,"March 3, 2020: To improve the quality of local schools; replace outdated heating, ventilation and air-conditioning systems; increase student safety by improving drop-off and pick-up areas; and modernize/construct classrooms, restrooms and school facilities; shall West Side Union School District�s measure be adopted authorizing $7,500,000 in bonds at legal interest rates, generating approximately $410,000 annually while bonds are outstanding with levies of approximately 3 cents per $100 assessed value, with annual audits, citizens� oversight and no money for salaries?",,,,,,,,,,,5.50
49706070000000,49706070000000,Sonoma,West Sonoma County Union High,High School District,9-12,1570,4,1,Suburban,19.3,78.3,Mildly Democratic,20.7,75.4,Mildly Democratic,$142940.88,$108495.00,17,53.23,$17776.62,2,24.86%,2.93,43.18,41.53,0,No Funding,,,N/A,0,N/A,N/A,2,1,2014,$12000000.00,,,,,,,"June 5, 2018: To improve the quality of education with funding that can not be taken by the State; repair or replace leaky roofs; and modernize/renovate/construct classrooms, restrooms and school facilities; shall West Sonoma County Union High School District is sue $91,000,000 of bonds at legal rates, averaging $4.9 million annually as long as bonds are outstanding at a rate of approximately 3 cents per $100 assessed value, with annual audits, independent citizens� oversight committee, no money for salaries and all money staying local?",,,,,,,,"November 2, 2010: To improve the quality of education, improve energy efficiency by installing solar panels; modernize outdated classrooms and facilities; replace outdated heating ventilation and air conditioning systems; upgrade inadequate electrical systems; and improve physical education fields and facilities for school and community use; shall the West Sonoma County Union High School District issue $23,800,000 of bonds at legal interest rates, have an independent citizens' oversight committee and use no money for administrator or teacher salaries or be taken by the state?",3.50
49710190000000,49710190000000,Sonoma,Wilmar Union Elementary,Elementary School District,K-6,235,2,1,Suburban,24.7,73.2,Mildly Democratic,29.4,66.8,Mildly Democratic,$174532.75,$114016.25,24,4.40,$14251.63,1,25.18%,5.53,22.55,18.72,0,No Funding,,,N/A,1,"""Wilson School boasts a range of facilities, including a small multi-purpose room, three playground structures, two spacious fields, a student garden, and two large parking areas."" - pg 1",Garden,1,1,2020,$7500000.00,,,,,,,,,,,,,"November 6, 2012: To renovate and modernize outdated classrooms, restrooms and school facilities at Wilson School; make health, safety and handicapped accessibility improvements; increase student access to computers and modern technology; improve energy efficiency by installing solar panels to save on energy costs; and replace outdated and inefficient windows; shall the Wilmar Union School District issue $4,000,000 of bonds at legal interest rates, have an independent citizens' oversight committee and No money used for teacher or administrative salaries?",,,3.75
49753580000000,49753580000000,Sonoma,Windsor Unified,Unified School District,TK-12,4808,11,1,Suburban,28.7,68.8,Mildly Democratic,32.2,64.8,Mildly Democratic,$148478.21,$121536.86,19,36.60,$16856.55,7,28.93%,16.16,54.47,49.67,0,No Funding,,,N/A,0,N/A,N/A,2,1,2016,$62000000.00,,,,,,,,,"November 8, 2016: To improve the quality of education at Windsor schools by providing 21st Century classrooms, upgrading libraries and science labs, improving classroom technology, updating safety and security, renovating and modernizing older schools, repairing and replacing roofs, adding classrooms, building a new elementary school to avoid overcrowding, and acquiring, constructing and renovating school facilities shall the Windsor Unified School District issue $62 million in bonds at legal interest rates with an Independent Oversight Committee and no funds for administrators?",,,,,,,4.00
49710350000000,49710350000000,Sonoma,Wright Elementary,Elementary School District,K-8,1200,4,1,Urban,24.5,72.8,Mildly Democratic,29.8,66.6,Mildly Democratic,$114911.17,$86460.00,21,31.65,$21139.21,3,36.08%,35.33,83.00,78.00,0,No Funding,,,N/A,0,N/A,N/A,6,5,2024,$144000000.00,"November 5, 2024: To improve the quality of schools; modernize and renovate classrooms, restrooms, and education facilities; improve student access to technology; and make health, safety and security improvements; shall Wright Elementary School District’s measure authorizing $29,200,000 of bonds at legal interest rates be adopted, generating approximately $1,700,000 annually while bonds are outstanding at average rates of approximately $29 per $100,000 assessed value, with annual audits, independent citizens’ oversight, no money for salaries and no money taken by the State?",,,,,,,,,,,,"June 5, 2012: To improve the quality of education; repair or replace leaky roofs; improve student access to computers and modern technology; construct additional classrooms, restrooms and school facilities; improve energy efficiency; upgrade inadequate electrical systems; make health and safety improvements; and replace old plumbing systems; shall the Wright Elementary School District issue $14,000,000 of bonds at legal interest rates, have an independent citizens' oversight committee and have no money used for administrative salaries or be taken by the State?",,,4.50
50710430000000,50710430000000,Stanislaus,Ceres Unified,Unified School District,TK-Adult,14046,25,6,Suburban,40.7,57.0,Neutral,50.5,46.8,Neutral,$82348.92,$64015.78,22,26.69,$18347.12,21,74.89%,30.21,86.91,79.82,0,No Funding,,,N/A,0,N/A,N/A,1,1,2024,$114000000.00,"November 5, 2024: To repair/ upgrade local elementary, middle and high schools; improve campus safety/ security systems; repair/ replace leaky roofs, outdated heating, cooling, plumbing, electrical systems and deteriorating portables; and update classroom equipment/ learning technology, shall Ceres Unified School District’s measure be adopted authorizing $114,000,000 in bonds at legal rates, levying $60 per $100,000 of assessed value ($7,000,000 annually) while bonds are outstanding, requiring independent audits/ oversight and all funds for Ceres schools only?",,,,,,,,,,,,,,,3.50
50710500000000,50710500000000,Stanislaus,Chatom Union,Elementary School District,K-8,556,3,6,Rural,51.7,46.3,Neutral,61.2,36.4,Mildly Republican,$95170.40,$63477.60,20,13.50,$15170.93,1,93.26%,37.77,76.98,73.02,0,No Funding,,,N/A,1,"""Enrichment course offerings vary. Some course examples include; Art, Movement & Dance, Games,
Kidz Bop Dance, Gardening, Fun with Sports, Cooking, Fun with Math, Yoga, Leadership, and World Travels."" - pg 4",Garden,1,0,,$0.00,,,,,,,,,,,,,,,,0.50
50710680000000,50710680000000,Stanislaus,Denair Unified,Unified School District,K-12,1300,4,6,Suburban,61.6,36.4,Mildly Republican,64.9,33.0,Mildly Republican,$115079.86,$89226.71,17,23.75,$17573.87,1,68.51%,18.15,72.08,57.77,0,No Funding,,,N/A,0,N/A,N/A,1,1,2024,$34300000.00,"November 5, 2024: To repair/ upgrade local schools; replace deteriorating roofs, heating/ cooling systems; improve student safety/ security; and update/ construct classrooms/ labs for science, technology, engineering, and math instruction, shall Denair Unified School District’s measure be adopted authorizing $34,300,000 in bonds at legal rates, levying up to $60/ $100,000 assessed value without exceeding current tax rates ($2,390,000 annually) while bonds are outstanding, with independent oversight, annual audits, and no funds for administrators?",,,,,,,,,,,,,,,4.50
50710760000000,50710760000000,Stanislaus,Empire Union Elementary,Elementary School District,K-8,2803,7,6,Urban,51.3,46.3,Neutral,53.6,43.9,Neutral,$96585.80,$78554.13,21,42.30,$16963.83,6,60.23%,25.47,85.91,83.52,1,Direct Funding,$143329,,"Outdoor Education ($143,329): ""Provide the opportunity for all students, especially our English Learners,
Foster Youth, and Low Income students who may not have the resources to attend, to participate in an outdoor education program paid for by the EUSD."" - pg 44",1,Outdoor Education - pg 44,Outdoor,0,0,,$0.00,,,,,,,,,,,,,,,,3.00
50710840000000,50710840000000,Stanislaus,Gratton Elementary,Elementary School District,K-8,135,2,6,Rural,69.7,28.7,Mildly Republican,72.4,25.7,Mildly Republican,$112353.00,$84737.00,14,0.00,$14496.67,2,77.04%,4.44,17.78,15.56,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,1.00
50710920000000,50710920000000,Stanislaus,Hart-Ransom Union Elementary,Elementary School District,TK-8,1225,3,6,Rural,56.9,41.1,Neutral,60.2,37.9,Mildly Republican,$109936.86,$90352.57,21,14.40,$13212.19,1,76.01%,4.57,47.43,44.73,0,No Funding,,,N/A,1,"""PTC will also be supporting school by providing financial support for outdoor education and family activities"" - pg 8",Outdoor,0,0,,$0.00,,,,,,,,,,,,,,,,3.00
50711000000000,50711000000000,Stanislaus,Hickman Community Charter,Elementary School District,K-8,1096,3,6,Town,66.6,31.6,Mildly Republican,69.7,28.2,Mildly Republican,$101408.67,$75640.67,24,NaN,$12471.88,1,73.04%,6.11,43.89,40.88,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,6.50
50755490000000,50755490000000,Stanislaus,Hughson Unified,Unified School District,TK-12,2239,7,6,Suburban,65.2,32.9,Mildly Republican,68.3,29.7,Mildly Republican,$103591.83,$82122.67,26,42.17,$15916.60,5,69.38%,14.78,62.57,51.41,0,No Funding,,,N/A,0,N/A,N/A,3,2,2024,$67400000.00,"November 5, 2024: To repair/ replace leaking roofs/ and outdated heating, cooling, plumbing, electrical systems; improve student safety/ security; add classrooms to prevent overcrowding; renovate science labs; and replace the over 100-yearold agricultural science/ shop building at Hughson High School; shall Hughson Unified School District’s measure be adopted authorizing $46,000,000 in bonds at legal rates, with levies averaging $60 per $100,000 assessed value while bonds are outstanding (approximately $2,900,000 annually) with independent oversight/ audits, no funds for administrators?",,,,,,,,"November 8, 2016: To improve the quality of education, upgrade elementary and middle school classrooms, a new restroom facility at the middle school, install a new field irrigation system at the elementary school and for student safety install a security camera system, shall Hughson Unified School District School Facilities improvement District No. 1 issue $3,200,000 of bonds at legal rates, have an independent citizen�s oversight committee and No money for administrative salaries? November 8, 2016: To improve the quality of school education and atmosphere, install a new air conditioning system in the gym, re-roof the gym, provide an all-weather track and for student safety install a security camera system, shall Hughson Unified School District issue $2.2 million of bonds at legal rates, have an independent citizen�s oversight committee and No money for administrative salaries?",,,,,,,4.00
50711340000000,50711340000000,Stanislaus,Keyes Union,Elementary School District,K-8,1063,4,6,Suburban,55.0,43.1,Neutral,61.2,36.4,Mildly Republican,$99240.67,$67375.33,21,18.35,$20046.00,2,74.09%,26.34,70.18,59.45,1,Lumped Funding,,$155045,"Outdoor Education camp (included in $155,045): ""Provide free outdoor education (6th Grade Camp)."" - pg 55",1,Outdoor camp - pg 55,Outdoor,3,2,2024,$10700000.00,"November 5, 2024: To modernize outdated classrooms, restrooms, and school facilities, build classrooms to replace outdated portables, repair and replace leaky roofs, and make health, safety and security improvements, shall the Keyes Union School District measure to issue $8,500,000 of bonds at legal interest rates be adopted, generating on average $515,000 annually while bonds are outstanding at rates of approximately $29 per $100,000 in assessed value, with citizens oversight, annual audits, and all money staying local?",,,,,,,,,,,,,,,4.00
50711420000000,50711420000000,Stanislaus,Knights Ferry Elementary,Elementary School District,K-8,106,1,6,Rural,71.2,27.2,Mildly Republican,73.6,24.8,Mildly Republican,$131585.33,$90674.67,13,17.10,$15760.47,1,58.40%,4.72,18.87,1.89,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,0.25
50711670000000,50711670000000,Stanislaus,Modesto City Elementary,Elementary School District,TK-8,15660,30,6,Urban,42.7,54.7,Neutral,48.0,49.2,Neutral,$81482.27,$61912.16,23,29.64,$18656.96,25,68.01%,30.82,83.96,74.90,1,Lumped Funding,,$12919602,"Sustainability initiatives (included in $3,658,170): ""Maintain/Improve School and District Facilities and Grounds
• Site improvement recommendations implemented per schedule for
elementary and junior high sites
• Site improvement recommendations implemented per schedule at
high school sites
• Implement and monitor sustainability initiatives and
recommendations"" - pg 87                                                                                                     6th grade outdoor education (included in $9,261,432): ""Elementary Enrichment and GATE
• Provide Outdoor Education for grade 6.
• Support the GATE program""",1,Sustainability initiatives - pg 87,"Sustainability, outdoor",0,0,,$0.00,,,,,,,"November 6, 2018: To repair leaking roofs; improve fire, emergency, security camera systems; provide accessibility for students with disabilities; update cafeterias, plumbing, HVAC and electrical systems, shall Modesto City Elementary School District issue $74 million in bonds at legal interest rates, collecting about $3.7 million annually with rates approximately $28 per $100,000 assessed valuation while bonds are outstanding, with citizen oversight, annual audits, no funds for administrator salaries, all funds staying local? November 6, 2018: To update classrooms/science labs to support quality instruction in math/science/reading/writing; replace aging portables with permanent classrooms; equip classrooms with technology preparing students for 21st_Century jobs, shall Modesto City Elementary School District issue $57 million in bonds at legal interest rates, collecting about $2.85 million annually with rates approximately $22 per $100,000 assessed valuation while bonds are outstanding, with citizen oversight, audits, no funds for administrators, all funds local?",,,,,,,,,12.00
50711750000000,50711750000000,Stanislaus,Modesto City High,High School District,9-Adult,16060,11,6,Urban,46.2,51.5,Neutral,51.1,46.2,Neutral,$98093.07,$76669.95,24,35.11,$18656.96,8,67.42%,16.42,72.11,68.89,1,Lumped Funding,,$12919602,"Sustainability initiatives (included in $3,658,170): ""Maintain/Improve School and District Facilities and Grounds
• Site improvement recommendations implemented per schedule for
elementary and junior high sites
• Site improvement recommendations implemented per schedule at
high school sites
• Implement and monitor sustainability initiatives and
recommendations"" - pg 87                                                                                                     6th grade outdoor education (included in $9,261,432): ""Elementary Enrichment and GATE
• Provide Outdoor Education for grade 6.
• Support the GATE program""",1,Sustainability initiatives - pg 87,"Sustainability, outdoor",3,3,2024,$216000000.00,"November 5, 2024: To repair/ upgrade local elementary/ junior high schools; upgrade cafeterias/ multi-purpose rooms to fix leaking roofs, deteriorating plumbing/ restrooms; and provide instructional space for music, art, science, technology and engineering, shall Modesto City Elementary School District’s measure be adopted authorizing $85,000,000 in bonds at legal rates ($4,500,000 annually) at $29 per $100,000 assessed value while bonds are outstanding, requiring citizen oversight, annual audits, no funds for administrator salaries, and all funds used locally?",,"November 8, 2022: To update career training classrooms, labs/equipment to prepare students for the workforce; repair leaking roofs/deteriorating plumbing; and update classrooms/science labs for quality instruction in math, science, reading/writing, shall the Modesto City High School District measure be adopted authorizing $198,000,000 in bonds at legal rates, providing approximately $9,700,000 annually at an estimated 2.9 cents per $100 assessed value while bonds are outstanding, with citizen oversight, annual audits, no funds for administrator salaries, and funds used locally?�",,,,,,,,,,,,,12.50
50736010000000,50736010000000,Stanislaus,Newman-Crows Landing Unified,Unified School District,TK-Adult,3085,9,6,Town,49.8,48.3,Neutral,55.5,41.7,Neutral,$104379.75,$74439.63,21,36.10,$18464.84,9,79.48%,30.11,74.13,56.24,0,No Funding,,,N/A,0,N/A,N/A,2,2,2024,$57000000.00,"November 5, 2024: With funds that cannot be taken by the State, shall NewmanCrows Landing Unified School District’s measure expanding vocational and career training, special education, and counseling classrooms/ facilities at Bonita Elementary, Hunt Elementary, Hurd Barrington Elementary, Von Renner Elementary, Foothill Community Day, Yolo Jr. High, Orestimba High, and West Side Valley High be adopted, authorizing $30 million of bonds with legal rates, average levies below $45 per $100,000 assessed valuation (raising $1.7 million annually) while bonds are outstanding, audits, citizen oversight, State matching funds eligibility and full public disclosure of spending?
November 5, 2024: With funds that cannot be taken by the State, shall Newman-Crows Landing Unified School District’s measure to repair or replace leaky roofs, deteriorating classrooms and PE facilities at Bonita Elementary, Hunt Elementary, Hurd Barrington Elementary, Von Renner Elementary, Foothill Community Day, Yolo Jr. High, Orestimba High and West Side Valley High be adopted, authorizing $27 million of bonds with legal rates, average levies below $43 per $100,000 assessed valuation (raising $1.5 million annually) while bonds are outstanding, audits, citizen oversight, State matching funds eligibility and full public disclosure of spending?",,,,"November 3, 2020: With no increase in estimated tax rates, shall Newman-Crows Landing Unified School District's measure to expand vocational education classrooms; increase student internet/technology access; retrofit/construct classrooms/P.E. facilities; upgrade school security/student safety/emergency preparedness; be adopted, authorizing $25.82 million in bonds, extending but not increasing current rates (averaging less than $48/$100,000 assessed valuation) until repaid, raising average $1.8 million/year, with legal interest rates, annual audits, independent oversight and qualifying for State reimbursement?",,,,"November 8, 2016: To continue the job of repairing and improving our schools; replacing portables with permanent classrooms; and constructing new classrooms and facilities, shall $11.090 million of Newman Crows Landing Unified School District bonds, previously approved by voters in November 2008, be reauthorized through issuance of new bonds, with no increase in total authorized District debt, interest rates at or below legal limits, citizen oversight, annual audits, and all funds spent locally and not taken by the State and spent elsewhere?",,,,,,,6.00
50755640000000,50755640000000,Stanislaus,Oakdale Joint Unified,Unified School District,TK-12,5118,10,6,Suburban,66.2,31.8,Mildly Republican,68.9,29.1,Mildly Republican,$110021.75,$84251.25,25,30.46,$15238.91,4,69.98%,9.89,43.67,39.84,1,Lumped Funding,,$808463,"Outdoor education (included in $808,463): ""Academic enrichment includes the GATE program, music program, expansion of music and art programs, and the District's Outdoor Ed contribution."" - pg 25",1,Outdoor education - pg 25,Outdoor,2,2,2024,$153500000.00,"November 5, 2024: To improve Oakdale schools; expand/renovate career technical education classrooms and labs; replace leaky roofs; upgrade aging electrical, plumbing, and sewer; and modernize outdated classrooms, restrooms and school facilities; shall Oakdale Joint Unified School District's measure authorizing $105,500,000 of bonds at legal interest rates be adopted, generating approximately $6,500,000 annually while bonds are outstanding at average rates of approximately $58.16 per $100,000 assessed value, with annual audits, independent citizens' oversight, no money for salaries and all money staying local?",,,,,,,,,,,,,,,3.50
50712090000000,50712090000000,Stanislaus,Paradise Elementary,Elementary School District,K-8,177,2,6,Rural,53.8,44.2,Neutral,61.3,36.4,Mildly Republican,$105618.67,$79113.67,20,19.20,$14392.60,2,82.70%,27.12,72.88,57.06,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,0.50
50712170000000,50712170000000,Stanislaus,Patterson Joint Unified,Unified School District,TK-Adult,6070,12,6,Town,41.3,56.5,Neutral,47.9,49.5,Neutral,$119794.54,$96076.54,21,30.06,$16661.26,11,74.62%,31.76,80.68,77.30,0,No Funding,,,N/A,0,N/A,N/A,2,1,2020,$25820000.00,,,"November 8, 2022: To expand vocational career and technical education facilities; increase labs and training sites to prepare students for college and future jobs; and build new classrooms to relieve overcrowding; shall Patterson Joint Unified School District�s bond authorizing $74 million be approved with legal rates, projected levies below $57/ $100,000 of assessed valuation (generating $3.9 million/ year while bonds are outstanding), annual audits, independent oversight and all funds spent locally with no money taken by the State and spent elsewhere?",,,,"June 5, 2018: To repair Patterson�s classrooms, construct classrooms for 21st Century learning/reduce overcrowding, make fire safety/security improvements, replace aging plumbing/sewer/electrical systems, acquire, construct/repair classrooms, sites, facilities/equipment, shall the measure be adopted to reauthorize the $33,852,058.10 Patterson Joint Unified School District bonds approved in 2008 as new bonds, at legal rates, levy on average 6 cents/$100 assessed value ($2,600,000 annually) while bonds are outstanding, with taxpayer oversight, audits, no increase in total authorized District debt?",,,,,,,,,4.50
